Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)"
Actual,Melanoma of the skin,2005,Persons,All ages combined,"10,825",53.7
Actual,Melanoma of the skin,2006,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2006,Persons,05-09,0,0.0
Actual,Melanoma of the skin,2006,Persons,10-14,6,0.4
Actual,Melanoma of the skin,2006,Persons,15-19,58,4.2
Actual,Melanoma of the skin,2006,Persons,20-24,139,9.6
Actual,Melanoma of the skin,2006,Persons,25-29,251,18.2
Actual,Melanoma of the skin,2006,Persons,30-34,381,25.8
Actual,Melanoma of the skin,2006,Persons,35-39,471,31.2
Actual,Melanoma of the skin,2006,Persons,40-44,613,40.4
Actual,Melanoma of the skin,2006,Persons,45-49,782,52.9
Actual,Melanoma of the skin,2006,Persons,50-54,891,66.1
Actual,Melanoma of the skin,2006,Persons,55-59,"1,140",90.6
Actual,Melanoma of the skin,2006,Persons,60-64,"1,033",105.5
Actual,Melanoma of the skin,2006,Persons,65-69,"1,069",138.3
Actual,Melanoma of the skin,2006,Persons,70-74,"1,042",167.0
Actual,Melanoma of the skin,2006,Persons,75-79,"1,126",206.0
Actual,Melanoma of the skin,2006,Persons,80-84,772,192.3
Actual,Melanoma of the skin,2006,Persons,85-89,426,200.8
Actual,Melanoma of the skin,2006,Persons,90+,225,211.2
Actual,Melanoma of the skin,2006,Persons,All ages combined,"10,425",51.0
Actual,Melanoma of the skin,2007,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2007,Persons,05-09,1,0.1
Actual,Melanoma of the skin,2007,Persons,10-14,7,0.5
Actual,Melanoma of the skin,2007,Persons,15-19,37,2.6
Actual,Melanoma of the skin,2007,Persons,20-24,139,9.4
Actual,Melanoma of the skin,2007,Persons,25-29,203,14.2
Actual,Melanoma of the skin,2007,Persons,30-34,339,23.3
Actual,Melanoma of the skin,2007,Persons,35-39,480,30.9
Actual,Melanoma of the skin,2007,Persons,40-44,572,38.0
Actual,Melanoma of the skin,2007,Persons,45-49,820,54.3
Actual,Melanoma of the skin,2007,Persons,50-54,930,67.7
Actual,Melanoma of the skin,2007,Persons,55-59,"1,124",89.6
Actual,Melanoma of the skin,2007,Persons,60-64,"1,161",110.0
Actual,Melanoma of the skin,2007,Persons,65-69,"1,071",133.8
Actual,Melanoma of the skin,2007,Persons,70-74,"1,025",160.1
Actual,Melanoma of the skin,2007,Persons,75-79,"1,005",183.5
Actual,Melanoma of the skin,2007,Persons,80-84,865,210.5
Actual,Melanoma of the skin,2007,Persons,85-89,456,201.6
Actual,Melanoma of the skin,2007,Persons,90+,199,179.3
Actual,Melanoma of the skin,2007,Persons,All ages combined,"10,434",50.1
Actual,Melanoma of the skin,2008,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2008,Persons,05-09,2,0.1
Actual,Melanoma of the skin,2008,Persons,10-14,5,0.4
Actual,Melanoma of the skin,2008,Persons,15-19,42,2.9
Actual,Melanoma of the skin,2008,Persons,20-24,139,9.1
Actual,Melanoma of the skin,2008,Persons,25-29,209,13.9
Actual,Melanoma of the skin,2008,Persons,30-34,328,22.5
Actual,Melanoma of the skin,2008,Persons,35-39,533,33.5
Actual,Melanoma of the skin,2008,Persons,40-44,630,42.0
Actual,Melanoma of the skin,2008,Persons,45-49,814,52.9
Actual,Melanoma of the skin,2008,Persons,50-54,"1,026",73.4
Actual,Melanoma of the skin,2008,Persons,55-59,"1,166",91.9
Actual,Melanoma of the skin,2008,Persons,60-64,"1,290",115.4
Actual,Melanoma of the skin,2008,Persons,65-69,"1,178",142.4
Actual,Melanoma of the skin,2008,Persons,70-74,"1,035",157.3
Actual,Melanoma of the skin,2008,Persons,75-79,"1,034",189.1
Actual,Melanoma of the skin,2008,Persons,80-84,975,231.8
Actual,Melanoma of the skin,2008,Persons,85-89,509,212.9
Actual,Melanoma of the skin,2008,Persons,90+,220,193.9
Actual,Melanoma of the skin,2008,Persons,All ages combined,"11,135",52.4
Actual,Melanoma of the skin,2009,Persons,00-04,1,0.1
Actual,Melanoma of the skin,2009,Persons,05-09,1,0.1
Actual,Melanoma of the skin,2009,Persons,10-14,12,0.9
Actual,Melanoma of the skin,2009,Persons,15-19,55,3.8
Actual,Melanoma of the skin,2009,Persons,20-24,124,7.8
Actual,Melanoma of the skin,2009,Persons,25-29,225,14.3
Actual,Melanoma of the skin,2009,Persons,30-34,324,21.9
Actual,Melanoma of the skin,2009,Persons,35-39,513,32.0
Actual,Melanoma of the skin,2009,Persons,40-44,614,40.6
Actual,Melanoma of the skin,2009,Persons,45-49,799,51.4
Actual,Melanoma of the skin,2009,Persons,50-54,972,68.0
Actual,Melanoma of the skin,2009,Persons,55-59,"1,163",90.4
Actual,Melanoma of the skin,2009,Persons,60-64,"1,321",114.1
Actual,Melanoma of the skin,2009,Persons,65-69,"1,167",134.8
Actual,Melanoma of the skin,2009,Persons,70-74,"1,198",176.1
Actual,Melanoma of the skin,2009,Persons,75-79,"1,114",203.4
Actual,Melanoma of the skin,2009,Persons,80-84,914,213.2
Actual,Melanoma of the skin,2009,Persons,85-89,563,223.2
Actual,Melanoma of the skin,2009,Persons,90+,226,194.8
Actual,Melanoma of the skin,2009,Persons,All ages combined,"11,306",52.1
Actual,Melanoma of the skin,2010,Persons,00-04,2,0.1
Actual,Melanoma of the skin,2010,Persons,05-09,2,0.1
Actual,Melanoma of the skin,2010,Persons,10-14,5,0.4
Actual,Melanoma of the skin,2010,Persons,15-19,31,2.1
Actual,Melanoma of the skin,2010,Persons,20-24,89,5.5
Actual,Melanoma of the skin,2010,Persons,25-29,247,15.2
Actual,Melanoma of the skin,2010,Persons,30-34,324,21.6
Actual,Melanoma of the skin,2010,Persons,35-39,451,28.2
Actual,Melanoma of the skin,2010,Persons,40-44,615,40.0
Actual,Melanoma of the skin,2010,Persons,45-49,757,48.7
Actual,Melanoma of the skin,2010,Persons,50-54,993,68.0
Actual,Melanoma of the skin,2010,Persons,55-59,"1,149",87.8
Actual,Melanoma of the skin,2010,Persons,60-64,"1,391",116.5
Actual,Melanoma of the skin,2010,Persons,65-69,"1,320",145.3
Actual,Melanoma of the skin,2010,Persons,70-74,"1,187",168.4
Actual,Melanoma of the skin,2010,Persons,75-79,"1,098",199.7
Actual,Melanoma of the skin,2010,Persons,80-84,981,224.5
Actual,Melanoma of the skin,2010,Persons,85-89,602,228.8
Actual,Melanoma of the skin,2010,Persons,90+,255,206.6
Actual,Melanoma of the skin,2010,Persons,All ages combined,"11,499",52.2
Actual,Melanoma of the skin,2011,Persons,00-04,1,0.1
Actual,Melanoma of the skin,2011,Persons,05-09,3,0.2
Actual,Melanoma of the skin,2011,Persons,10-14,7,0.5
Actual,Melanoma of the skin,2011,Persons,15-19,38,2.6
Actual,Melanoma of the skin,2011,Persons,20-24,103,6.4
Actual,Melanoma of the skin,2011,Persons,25-29,213,12.8
Actual,Melanoma of the skin,2011,Persons,30-34,281,18.3
Actual,Melanoma of the skin,2011,Persons,35-39,467,29.7
Actual,Melanoma of the skin,2011,Persons,40-44,626,39.4
Actual,Melanoma of the skin,2011,Persons,45-49,782,50.7
Actual,Melanoma of the skin,2011,Persons,50-54,940,62.9
Actual,Melanoma of the skin,2011,Persons,55-59,"1,150",86.1
Actual,Melanoma of the skin,2011,Persons,60-64,"1,503",122.6
Actual,Melanoma of the skin,2011,Persons,65-69,"1,401",146.8
Actual,Melanoma of the skin,2011,Persons,70-74,"1,290",177.3
Actual,Melanoma of the skin,2011,Persons,75-79,990,177.3
Actual,Melanoma of the skin,2011,Persons,80-84,970,218.5
Actual,Melanoma of the skin,2011,Persons,85-89,599,220.0
Actual,Melanoma of the skin,2011,Persons,90+,273,207.9
Actual,Melanoma of the skin,2011,Persons,All ages combined,"11,637",52.1
Actual,Melanoma of the skin,2012,Persons,00-04,1,0.1
Actual,Melanoma of the skin,2012,Persons,05-09,0,0.0
Actual,Melanoma of the skin,2012,Persons,10-14,3,0.2
Actual,Melanoma of the skin,2012,Persons,15-19,34,2.3
Actual,Melanoma of the skin,2012,Persons,20-24,113,6.9
Actual,Melanoma of the skin,2012,Persons,25-29,232,13.7
Actual,Melanoma of the skin,2012,Persons,30-34,335,21.1
Actual,Melanoma of the skin,2012,Persons,35-39,450,28.9
Actual,Melanoma of the skin,2012,Persons,40-44,658,40.3
Actual,Melanoma of the skin,2012,Persons,45-49,773,50.4
Actual,Melanoma of the skin,2012,Persons,50-54,"1,062",69.7
Actual,Melanoma of the skin,2012,Persons,55-59,"1,192",87.4
Actual,Melanoma of the skin,2012,Persons,60-64,"1,437",117.2
Actual,Melanoma of the skin,2012,Persons,65-69,"1,532",149.9
Actual,Melanoma of the skin,2012,Persons,70-74,"1,331",176.4
Actual,Melanoma of the skin,2012,Persons,75-79,"1,131",197.8
Actual,Melanoma of the skin,2012,Persons,80-84,929,208.7
Actual,Melanoma of the skin,2012,Persons,85-89,690,246.6
Actual,Melanoma of the skin,2012,Persons,90+,330,234.6
Actual,Melanoma of the skin,2012,Persons,All ages combined,"12,233",53.8
Actual,Melanoma of the skin,2013,Persons,00-04,2,0.1
Actual,Melanoma of the skin,2013,Persons,05-09,2,0.1
Actual,Melanoma of the skin,2013,Persons,10-14,6,0.4
Actual,Melanoma of the skin,2013,Persons,15-19,35,2.4
Actual,Melanoma of the skin,2013,Persons,20-24,105,6.4
Actual,Melanoma of the skin,2013,Persons,25-29,230,13.3
Actual,Melanoma of the skin,2013,Persons,30-34,324,19.6
Actual,Melanoma of the skin,2013,Persons,35-39,460,29.6
Actual,Melanoma of the skin,2013,Persons,40-44,665,40.1
Actual,Melanoma of the skin,2013,Persons,45-49,802,52.4
Actual,Melanoma of the skin,2013,Persons,50-54,"1,079",69.7
Actual,Melanoma of the skin,2013,Persons,55-59,"1,206",86.8
Actual,Melanoma of the skin,2013,Persons,60-64,"1,473",118.5
Actual,Melanoma of the skin,2013,Persons,65-69,"1,672",154.9
Actual,Melanoma of the skin,2013,Persons,70-74,"1,419",182.1
Actual,Melanoma of the skin,2013,Persons,75-79,"1,254",213.2
Actual,Melanoma of the skin,2013,Persons,80-84,"1,069",240.0
Actual,Melanoma of the skin,2013,Persons,85-89,700,243.0
Actual,Melanoma of the skin,2013,Persons,90+,359,239.9
Actual,Melanoma of the skin,2013,Persons,All ages combined,"12,862",55.6
Actual,Melanoma of the skin,2014,Persons,00-04,1,0.1
Actual,Melanoma of the skin,2014,Persons,05-09,0,0.0
Actual,Melanoma of the skin,2014,Persons,10-14,2,0.1
Actual,Melanoma of the skin,2014,Persons,15-19,35,2.4
Actual,Melanoma of the skin,2014,Persons,20-24,106,6.4
Actual,Melanoma of the skin,2014,Persons,25-29,203,11.6
Actual,Melanoma of the skin,2014,Persons,30-34,321,18.8
Actual,Melanoma of the skin,2014,Persons,35-39,425,27.3
Actual,Melanoma of the skin,2014,Persons,40-44,703,42.3
Actual,Melanoma of the skin,2014,Persons,45-49,830,53.9
Actual,Melanoma of the skin,2014,Persons,50-54,"1,137",72.8
Actual,Melanoma of the skin,2014,Persons,55-59,"1,190",84.0
Actual,Melanoma of the skin,2014,Persons,60-64,"1,459",115.5
Actual,Melanoma of the skin,2014,Persons,65-69,"1,788",159.9
Actual,Melanoma of the skin,2014,Persons,70-74,"1,447",177.7
Actual,Melanoma of the skin,2014,Persons,75-79,"1,319",216.7
Actual,Melanoma of the skin,2014,Persons,80-84,"1,105",247.2
Actual,Melanoma of the skin,2014,Persons,85-89,731,248.0
Actual,Melanoma of the skin,2014,Persons,90+,386,242.2
Actual,Melanoma of the skin,2014,Persons,All ages combined,"13,188",56.2
Actual,Melanoma of the skin,2015,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2015,Persons,05-09,1,0.1
Actual,Melanoma of the skin,2015,Persons,10-14,2,0.1
Actual,Melanoma of the skin,2015,Persons,15-19,24,1.6
Actual,Melanoma of the skin,2015,Persons,20-24,99,5.9
Actual,Melanoma of the skin,2015,Persons,25-29,226,12.7
Actual,Melanoma of the skin,2015,Persons,30-34,331,18.9
Actual,Melanoma of the skin,2015,Persons,35-39,420,26.7
Actual,Melanoma of the skin,2015,Persons,40-44,683,41.3
Actual,Melanoma of the skin,2015,Persons,45-49,863,55.3
Actual,Melanoma of the skin,2015,Persons,50-54,"1,114",71.4
Actual,Melanoma of the skin,2015,Persons,55-59,"1,272",88.0
Actual,Melanoma of the skin,2015,Persons,60-64,"1,570",122.4
Actual,Melanoma of the skin,2015,Persons,65-69,"1,849",159.9
Actual,Melanoma of the skin,2015,Persons,70-74,"1,667",196.0
Actual,Melanoma of the skin,2015,Persons,75-79,"1,436",227.7
Actual,Melanoma of the skin,2015,Persons,80-84,"1,024",228.5
Actual,Melanoma of the skin,2015,Persons,85-89,766,254.6
Actual,Melanoma of the skin,2015,Persons,90+,371,220.7
Actual,Melanoma of the skin,2015,Persons,All ages combined,"13,718",57.6
Actual,Melanoma of the skin,2016,Persons,00-04,3,0.2
Actual,Melanoma of the skin,2016,Persons,05-09,0,0.0
Actual,Melanoma of the skin,2016,Persons,10-14,5,0.3
Actual,Melanoma of the skin,2016,Persons,15-19,35,2.4
Actual,Melanoma of the skin,2016,Persons,20-24,97,5.7
Actual,Melanoma of the skin,2016,Persons,25-29,240,13.2
Actual,Melanoma of the skin,2016,Persons,30-34,372,20.7
Actual,Melanoma of the skin,2016,Persons,35-39,496,30.9
Actual,Melanoma of the skin,2016,Persons,40-44,691,42.5
Actual,Melanoma of the skin,2016,Persons,45-49,931,58.0
Actual,Melanoma of the skin,2016,Persons,50-54,"1,094",70.7
Actual,Melanoma of the skin,2016,Persons,55-59,"1,401",94.9
Actual,Melanoma of the skin,2016,Persons,60-64,"1,634",125.2
Actual,Melanoma of the skin,2016,Persons,65-69,"1,992",167.0
Actual,Melanoma of the skin,2016,Persons,70-74,"1,763",198.0
Actual,Melanoma of the skin,2016,Persons,75-79,"1,446",222.1
Actual,Melanoma of the skin,2016,Persons,80-84,"1,100",241.7
Actual,Melanoma of the skin,2016,Persons,85-89,830,271.8
Actual,Melanoma of the skin,2016,Persons,90+,395,222.8
Actual,Melanoma of the skin,2016,Persons,All ages combined,"14,525",60.0
Actual,Melanoma of the skin,2017,Persons,00-04,2,0.1
Actual,Melanoma of the skin,2017,Persons,05-09,0,0.0
Actual,Melanoma of the skin,2017,Persons,10-14,4,0.3
Actual,Melanoma of the skin,2017,Persons,15-19,32,2.2
Actual,Melanoma of the skin,2017,Persons,20-24,89,5.2
Actual,Melanoma of the skin,2017,Persons,25-29,208,11.3
Actual,Melanoma of the skin,2017,Persons,30-34,381,20.8
Actual,Melanoma of the skin,2017,Persons,35-39,464,27.9
Actual,Melanoma of the skin,2017,Persons,40-44,666,41.5
Actual,Melanoma of the skin,2017,Persons,45-49,939,56.9
Actual,Melanoma of the skin,2017,Persons,50-54,"1,131",73.5
Actual,Melanoma of the skin,2017,Persons,55-59,"1,523",101.0
Actual,Melanoma of the skin,2017,Persons,60-64,"1,616",121.3
Actual,Melanoma of the skin,2017,Persons,65-69,"1,949",163.1
Actual,Melanoma of the skin,2017,Persons,70-74,"2,030",212.0
Actual,Melanoma of the skin,2017,Persons,75-79,"1,532",226.6
Actual,Melanoma of the skin,2017,Persons,80-84,"1,167",249.1
Actual,Melanoma of the skin,2017,Persons,85-89,805,262.1
Actual,Melanoma of the skin,2017,Persons,90+,424,230.8
Actual,Melanoma of the skin,2017,Persons,All ages combined,"14,962",60.8
Actual,Melanoma of the skin,2018,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2018,Persons,05-09,1,0.1
Actual,Melanoma of the skin,2018,Persons,10-14,6,0.4
Actual,Melanoma of the skin,2018,Persons,15-19,33,2.2
Actual,Melanoma of the skin,2018,Persons,20-24,113,6.5
Actual,Melanoma of the skin,2018,Persons,25-29,209,11.2
Actual,Melanoma of the skin,2018,Persons,30-34,356,19.1
Actual,Melanoma of the skin,2018,Persons,35-39,491,28.5
Actual,Melanoma of the skin,2018,Persons,40-44,661,41.4
Actual,Melanoma of the skin,2018,Persons,45-49,964,57.5
Actual,Melanoma of the skin,2018,Persons,50-54,"1,135",74.1
Actual,Melanoma of the skin,2018,Persons,55-59,"1,460",95.2
Actual,Melanoma of the skin,2018,Persons,60-64,"1,708",125.6
Actual,Melanoma of the skin,2018,Persons,65-69,"1,904",157.4
Actual,Melanoma of the skin,2018,Persons,70-74,"1,996",196.1
Actual,Melanoma of the skin,2018,Persons,75-79,"1,621",232.5
Actual,Melanoma of the skin,2018,Persons,80-84,"1,185",244.6
Actual,Melanoma of the skin,2018,Persons,85-89,826,267.6
Actual,Melanoma of the skin,2018,Persons,90+,454,238.8
Actual,Melanoma of the skin,2018,Persons,All ages combined,"15,123",60.6
Actual,Melanoma of the skin,2019,Persons,00-04,1,0.1
Actual,Melanoma of the skin,2019,Persons,05-09,2,0.1
Actual,Melanoma of the skin,2019,Persons,10-14,5,0.3
Actual,Melanoma of the skin,2019,Persons,15-19,35,2.3
Actual,Melanoma of the skin,2019,Persons,20-24,118,6.8
Actual,Melanoma of the skin,2019,Persons,25-29,200,10.6
Actual,Melanoma of the skin,2019,Persons,30-34,380,20.1
Actual,Melanoma of the skin,2019,Persons,35-39,492,27.6
Actual,Melanoma of the skin,2019,Persons,40-44,637,39.8
Actual,Melanoma of the skin,2019,Persons,45-49,939,55.8
Actual,Melanoma of the skin,2019,Persons,50-54,"1,139",73.9
Actual,Melanoma of the skin,2019,Persons,55-59,"1,449",93.3
Actual,Melanoma of the skin,2019,Persons,60-64,"1,752",125.7
Actual,Melanoma of the skin,2019,Persons,65-69,"1,979",160.8
Actual,Melanoma of the skin,2019,Persons,70-74,"2,188",206.1
Actual,Melanoma of the skin,2019,Persons,75-79,"1,750",239.9
Actual,Melanoma of the skin,2019,Persons,80-84,"1,281",254.2
Actual,Melanoma of the skin,2019,Persons,85-89,826,265.4
Actual,Melanoma of the skin,2019,Persons,90+,453,230.6
Actual,Melanoma of the skin,2019,Persons,All ages combined,"15,626",61.7
Actual,Melanoma of the skin,2020,Persons,00-04,0,0.0
Actual,Melanoma of the skin,2020,Persons,05-09,1,0.1
Actual,Melanoma of the skin,2020,Persons,10-14,6,0.4
Actual,Melanoma of the skin,2020,Persons,15-19,29,2.0
Actual,Melanoma of the skin,2020,Persons,20-24,83,4.9
Actual,Melanoma of the skin,2020,Persons,25-29,201,10.7
Actual,Melanoma of the skin,2020,Persons,30-34,301,15.8
Actual,Melanoma of the skin,2020,Persons,35-39,424,23.0
Actual,Melanoma of the skin,2020,Persons,40-44,608,37.5
Actual,Melanoma of the skin,2020,Persons,45-49,842,50.0
Actual,Melanoma of the skin,2020,Persons,50-54,"1,053",67.1
Actual,Melanoma of the skin,2020,Persons,55-59,"1,340",85.5
Actual,Melanoma of the skin,2020,Persons,60-64,"1,575",109.4
Actual,Melanoma of the skin,2020,Persons,65-69,"1,894",150.0
Actual,Melanoma of the skin,2020,Persons,70-74,"2,107",189.6
Actual,Melanoma of the skin,2020,Persons,75-79,"1,680",218.7
Actual,Melanoma of the skin,2020,Persons,80-84,"1,276",242.2
Actual,Melanoma of the skin,2020,Persons,85-89,782,248.1
Actual,Melanoma of the skin,2020,Persons,90+,484,237.3
Actual,Melanoma of the skin,2020,Persons,All ages combined,"14,686",57.3
Projections,Melanoma of the skin,2021,Persons,00-04,0,0.0
Projections,Melanoma of the skin,2021,Persons,05-09,0,0.0
Projections,Melanoma of the skin,2021,Persons,10-14,5,0.3
Projections,Melanoma of the skin,2021,Persons,15-19,31,2.1
Projections,Melanoma of the skin,2021,Persons,20-24,101,6.2
Projections,Melanoma of the skin,2021,Persons,25-29,183,10.0
Projections,Melanoma of the skin,2021,Persons,30-34,374,19.7
Projections,Melanoma of the skin,2021,Persons,35-39,520,27.9
Projections,Melanoma of the skin,2021,Persons,40-44,694,41.9
Projections,Melanoma of the skin,2021,Persons,45-49,996,60.4
Projections,Melanoma of the skin,2021,Persons,50-54,"1,238",76.8
Projections,Melanoma of the skin,2021,Persons,55-59,"1,532",98.8
Projections,Melanoma of the skin,2021,Persons,60-64,"1,866",127.3
Projections,Melanoma of the skin,2021,Persons,65-69,"2,157",168.5
Projections,Melanoma of the skin,2021,Persons,70-74,"2,481",216.3
Projections,Melanoma of the skin,2021,Persons,75-79,"2,031",251.6
Projections,Melanoma of the skin,2021,Persons,80-84,"1,422",260.7
Projections,Melanoma of the skin,2021,Persons,85-89,914,282.7
Projections,Melanoma of the skin,2021,Persons,90+,505,239.4
Projections,Melanoma of the skin,2021,Persons,All ages combined,"17,050",66.4
Projections,Melanoma of the skin,2022,Persons,00-04,0,0.0
Projections,Melanoma of the skin,2022,Persons,05-09,1,0.1
Projections,Melanoma of the skin,2022,Persons,10-14,6,0.4
Projections,Melanoma of the skin,2022,Persons,15-19,32,2.1
Projections,Melanoma of the skin,2022,Persons,20-24,102,6.2
Projections,Melanoma of the skin,2022,Persons,25-29,176,9.6
Projections,Melanoma of the skin,2022,Persons,30-34,377,19.7
Projections,Melanoma of the skin,2022,Persons,35-39,527,27.8
Projections,Melanoma of the skin,2022,Persons,40-44,714,41.9
Projections,Melanoma of the skin,2022,Persons,45-49,997,61.4
Projections,Melanoma of the skin,2022,Persons,50-54,"1,283",77.6
Projections,Melanoma of the skin,2022,Persons,55-59,"1,536",100.1
Projections,Melanoma of the skin,2022,Persons,60-64,"1,917",128.4
Projections,Melanoma of the skin,2022,Persons,65-69,"2,219",170.3
Projections,Melanoma of the skin,2022,Persons,70-74,"2,524",220.5
Projections,Melanoma of the skin,2022,Persons,75-79,"2,241",256.7
Projections,Melanoma of the skin,2022,Persons,80-84,"1,499",265.1
Projections,Melanoma of the skin,2022,Persons,85-89,961,287.6
Projections,Melanoma of the skin,2022,Persons,90+,515,241.7
Projections,Melanoma of the skin,2022,Persons,All ages combined,"17,627",67.8
Projections,Melanoma of the skin,2023,Persons,00-04,1,0.1
Projections,Melanoma of the skin,2023,Persons,05-09,1,0.1
Projections,Melanoma of the skin,2023,Persons,10-14,7,0.4
Projections,Melanoma of the skin,2023,Persons,15-19,35,2.2
Projections,Melanoma of the skin,2023,Persons,20-24,107,6.2
Projections,Melanoma of the skin,2023,Persons,25-29,175,9.1
Projections,Melanoma of the skin,2023,Persons,30-34,388,19.5
Projections,Melanoma of the skin,2023,Persons,35-39,537,27.7
Projections,Melanoma of the skin,2023,Persons,40-44,750,42.1
Projections,Melanoma of the skin,2023,Persons,45-49,"1,008",62.4
Projections,Melanoma of the skin,2023,Persons,50-54,"1,321",78.6
Projections,Melanoma of the skin,2023,Persons,55-59,"1,544",101.3
Projections,Melanoma of the skin,2023,Persons,60-64,"1,964",129.4
Projections,Melanoma of the skin,2023,Persons,65-69,"2,288",172.3
Projections,Melanoma of the skin,2023,Persons,70-74,"2,594",224.4
Projections,Melanoma of the skin,2023,Persons,75-79,"2,440",261.9
Projections,Melanoma of the skin,2023,Persons,80-84,"1,565",268.3
Projections,Melanoma of the skin,2023,Persons,85-89,"1,011",291.8
Projections,Melanoma of the skin,2023,Persons,90+,521,243.0
Projections,Melanoma of the skin,2023,Persons,All ages combined,"18,257",68.5
Projections,Melanoma of the skin,2024,Persons,00-04,2,0.1
Projections,Melanoma of the skin,2024,Persons,05-09,2,0.1
Projections,Melanoma of the skin,2024,Persons,10-14,7,0.4
Projections,Melanoma of the skin,2024,Persons,15-19,38,2.3
Projections,Melanoma of the skin,2024,Persons,20-24,110,6.3
Projections,Melanoma of the skin,2024,Persons,25-29,171,8.9
Projections,Melanoma of the skin,2024,Persons,30-34,394,19.6
Projections,Melanoma of the skin,2024,Persons,35-39,543,27.6
Projections,Melanoma of the skin,2024,Persons,40-44,782,42.4
Projections,Melanoma of the skin,2024,Persons,45-49,"1,033",63.3
Projections,Melanoma of the skin,2024,Persons,50-54,"1,347",79.5
Projections,Melanoma of the skin,2024,Persons,55-59,"1,582",102.7
Projections,Melanoma of the skin,2024,Persons,60-64,"2,012",130.5
Projections,Melanoma of the skin,2024,Persons,65-69,"2,380",174.4
Projections,Melanoma of the skin,2024,Persons,70-74,"2,689",228.4
Projections,Melanoma of the skin,2024,Persons,75-79,"2,602",267.1
Projections,Melanoma of the skin,2024,Persons,80-84,"1,665",271.7
Projections,Melanoma of the skin,2024,Persons,85-89,"1,071",295.9
Projections,Melanoma of the skin,2024,Persons,90+,534,244.7
Projections,Melanoma of the skin,2024,Persons,All ages combined,"18,964",69.8
Actual,Non-melanoma skin cancer (rare types),2001,Males,00-04,1,0.2
Actual,Non-melanoma skin cancer (rare types),2001,Males,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Males,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Males,15-19,2,0.3
Actual,Non-melanoma skin cancer (rare types),2001,Males,20-24,0,0.0
Actual,Non-melanoma skin cancer (rare types),2001,Males,25-29,1,0.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,30-34,1,0.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,35-39,2,0.3
Actual,Non-melanoma skin cancer (rare types),2001,Males,40-44,6,0.8
Actual,Non-melanoma skin cancer (rare types),2001,Males,45-49,14,2.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,50-54,20,3.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,55-59,15,2.9
Actual,Non-melanoma skin cancer (rare types),2001,Males,60-64,21,5.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,65-69,35,10.5
Actual,Non-melanoma skin cancer (rare types),2001,Males,70-74,45,14.9
Actual,Non-melanoma skin cancer (rare types),2001,Males,75-79,68,30.1
Actual,Non-melanoma skin cancer (rare types),2001,Males,80-84,42,33.0
Actual,Non-melanoma skin cancer (rare types),2001,Males,85-89,38,64.4
Actual,Non-melanoma skin cancer (rare types),2001,Males,90+,12,53.8
Actual,Non-melanoma skin cancer (rare types),2001,Males,All ages combined,323,3.4
Actual,Non-melanoma skin cancer (rare types),2002,Males,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Males,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Males,10-14,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Males,15-19,0,0.0
Actual,Non-melanoma skin cancer (rare types),2002,Males,20-24,1,0.1
Actual,Non-melanoma skin cancer (rare types),2002,Males,25-29,4,0.6
Actual,Non-melanoma skin cancer (rare types),2002,Males,30-34,1,0.1
Actual,Non-melanoma skin cancer (rare types),2002,Males,35-39,4,0.5
Actual,Non-melanoma skin cancer (rare types),2002,Males,40-44,7,0.9
Actual,Non-melanoma skin cancer (rare types),2002,Males,45-49,9,1.3
Actual,Non-melanoma skin cancer (rare types),2002,Males,50-54,15,2.3
Actual,Non-melanoma skin cancer (rare types),2002,Males,55-59,23,4.2
Actual,Non-melanoma skin cancer (rare types),2002,Males,60-64,22,5.2
Actual,Non-melanoma skin cancer (rare types),2002,Males,65-69,27,7.9
Actual,Non-melanoma skin cancer (rare types),2002,Males,70-74,56,18.6
Actual,Non-melanoma skin cancer (rare types),2002,Males,75-79,61,26.4
Actual,Non-melanoma skin cancer (rare types),2002,Males,80-84,65,47.9
Actual,Non-melanoma skin cancer (rare types),2002,Males,85-89,34,55.4
Actual,Non-melanoma skin cancer (rare types),2002,Males,90+,13,55.9
Actual,Non-melanoma skin cancer (rare types),2002,Males,All ages combined,342,3.5
Actual,Non-melanoma skin cancer (rare types),2003,Males,00-04,0,0.0
Actual,Non-melanoma skin cancer (rare types),2003,Males,05-09,0,0.0
Actual,Non-melanoma skin cancer (rare types),2003,Males,10-14,1,0.1
Actual,Non-melanoma skin cancer (rare types),2003,Males,15-19,2,0.3
Actual,Non-melanoma skin cancer (rare types),2003,Males,20-24,0,0.0
